MONTH,YEAR,ANDAMAN & NICOBAR ISLANDS,ARUNACHAL PRADESH,ASSAM & MEGHALAYA,BIHAR,CHHATTISGARH,COASTAL ANDHRA PRADESH,COASTAL KARNATAKA,EAST MADHYA PRADESH,EAST RAJASTHAN,EAST UTTAR PRADESH,GANGETIC WEST BENGAL,GUJARAT REGION,HARYANA DELHI & CHANDIGARH,HIMACHAL PRADESH,JAMMU & KASHMIR,JHARKHAND,KERALA,KONKAN & GOA,LAKSHADWEEP,MADHYA MAHARASHTRA,MATATHWADA,NAGA MANI MIZO TRIPURA,NORTH INTERIOR KARNATAKA,ORISSA,PUNJAB,RAYALSEEMA,SAURASHTRA & KUTCH,SOUTH INTERIOR KARNATAKA,SUB HIMALAYAN WEST BENGAL & SIKKIM,TAMIL NADU,TELANGANA,UTTARAKHAND,VIDARBHA,WEST MADHYA PRADESH,WEST RAJASTHAN,WEST UTTAR PRADESH
JUN,1934,708.4,1024.6,754.5,165.5,263.1,100.5,1095.6,228.5,118.3,148.7,200,219.7,64.6,70.7,60.7,166.7,852.9,1060.2,305.1,138.2,95.8,567.2,70.8,230.6,51,84.7,161.6,149.4,517.2,73.5,111.7,201.7,169.1,124.7,60.7,120.7
JUL,1934,323.5,935.9,553.2,432.6,412,202.2,827.5,320.7,136.1,360.7,209,266.1,140.8,281,146.3,324.2,415,893,197.1,217,248.6,618.6,212.3,371.8,150.9,115,114.9,158.7,656.2,57.5,296.9,459.4,335.1,237.6,46.8,217.2
AUG,1934,924.9,640.9,361.8,251.3,483.4,207.5,678.2,447.1,420.4,257.3,269.6,392.9,199.1,241.1,158.9,341.4,337.2,870.7,71.4,222.3,256.8,368.3,98.9,425.4,136.6,49.9,104.8,137.5,455.6,56.4,280.2,410.4,390.9,415.7,185.3,343.3
SEP,1934,761.1,382.6,246.8,231.2,305.3,131.5,184.2,395.1,105,236.4,197.1,81.2,18.3,30.4,16.8,230.5,48.4,329.7,76.3,136.8,159.9,336.4,67.5,300.1,14.9,57.8,11.4,27.7,436.3,38.1,162.3,97.1,254.4,340.5,16.4,144.1
OCT,1934,338.1,141.6,232.8,55.2,37,116.2,143.2,19.9,0,9.5,85,0.9,0,0.9,3.5,55.9,335.9,60.3,161.5,41.2,16.8,227.7,58.9,102.6,0,151.5,0.9,173.5,151.4,303.4,15.2,1.6,10.8,2.9,0,1
NOV,1934,240.2,77,59.8,9.8,12.3,80.6,32.7,20.9,2,1.5,14.9,17.6,0,1.3,2,12,93.4,53.5,74.9,82,79.5,197.3,41.8,17.4,0,72.9,4,38.3,4,99.2,42,0.5,46.6,24.8,0,0.8
DEC,1934,46.1,21.9,6.3,2.8,1.1,3.2,1,12.1,8.7,3.9,17.8,0,5.6,69.5,73.5,3.9,4.9,0.5,0.3,0,0,12.8,0,3.3,9.9,5.6,0,0.3,6.8,15.9,0,41.5,0.1,4.8,2.4,11.1
JAN,1935,6.6,18.1,3.4,21,12.2,1.2,2,21.5,14.8,19.9,12.1,7.3,35.1,136.7,193.3,35.8,23.9,0.2,9.2,2.5,7.2,0.6,13.9,1.1,73.7,8.5,11.5,6.2,9.5,37.5,16.2,93,14.5,5.3,9.2,28.4
FEB,1935,0,143.6,53.2,19.6,17.9,0.1,0,17.2,5.8,18,26.3,0,25.1,73.4,95.7,21.7,8.3,0.1,7.7,0,0.5,48.3,0.4,10.2,40.9,0.6,0,1.2,28.4,2.5,3.4,34.5,4.6,2.9,2.7,22
MAR,1935,0.5,169.7,66.5,0.6,5.1,4.2,0.7,0.2,0.7,0,30.8,0,7.1,60.3,129.9,10,18.1,0,0,0,0,43.7,0.1,12.4,12.8,1.8,0,5.2,16.6,9.3,1.4,26.7,0.7,0,2.5,2.8
APR,1935,133.6,211.2,122.1,0.7,33.4,24.7,11.3,19.1,10.5,10.8,34.6,1.6,29.2,83.6,145.5,23.4,120.7,0,41.1,3.7,14,173.3,30.1,42.1,44.2,22.9,2.5,48.6,24.2,63.9,42.2,37.8,26,7.8,8.4,15.9
MAY,1935,726.8,299.9,381.5,21.9,4.1,10.5,25.2,0.5,1.3,0.2,33.6,0.4,0.7,18.4,20.1,6.7,56.6,0,15.8,1.4,0.4,171.2,13.1,16.2,2.1,17.5,0,52.6,248.9,23.7,2.7,4.2,1,0.7,0.8,0.2
JUN,1935,374.1,1147.1,696.9,127.9,132.2,94.6,674,88.3,34.2,73.9,163.4,82.4,5.3,40.3,44.7,120.5,431.3,700.3,351.8,149.6,191.1,547.1,120.8,135.5,8.2,79.7,44.8,121.9,609.2,60,115.1,44,151.8,94.3,4.1,16.8
JUL,1935,368.7,489.9,395.2,193.8,562.1,158.9,1168.1,624.4,299.4,259,233.1,356,208.9,233.6,154.3,295.8,687.3,879.9,309.1,208.6,197.4,506.4,106.8,531.3,203.9,92.6,353,211,365.4,38.6,309.7,385.1,528.1,361.2,137.4,321.4
AUG,1935,411.6,968.8,573.9,481.7,247.2,122.6,425.5,292.6,119.7,325.3,298.9,107.1,132.3,216.6,183.4,435.6,280.9,466.5,277.5,195.5,196.6,553.5,204.3,212.8,144.6,226.1,64.6,197.1,935.1,153.4,162.9,308.1,164.8,157.5,38.2,170.9
SEP,1935,578.9,631.6,335,370.3,247.6,191.8,312.5,200.6,170.1,198.1,171.1,187.6,97,88,30.4,200,283.3,419.7,136.4,126.7,223.5,339.1,80.5,237.8,45.1,113.9,42.3,105.2,521.7,78.6,198.3,174.8,250.4,213.6,47.2,174.6
OCT,1935,182.4,21.8,28.1,2.6,3.8,141,245,2.4,16.5,0,9.6,14.2,7.5,28.5,19.5,1.6,403.8,64.3,142.8,119.4,84.1,124.8,131.7,17.5,2.7,171.4,4.9,191.6,18,192.4,43.5,3.6,13.4,17.8,4.5,2.3
NOV,1935,275.4,44.4,19.8,0.1,0,1.6,11.9,0.2,1.1,0,0,0.1,6,26.5,48.9,0,153,11,145.4,7.7,5.8,33.1,11.5,0.1,11.6,35.8,0,6.8,6.3,147.6,2.6,8.8,0.4,0.6,0.7,2.9
DEC,1935,95.4,27.4,2.9,0.1,3.6,0,9.9,12.9,10.7,14.6,1.6,0.3,14.2,22.1,19.7,0.5,30.9,0.6,92.4,3.9,1.4,2.2,1.7,2.3,8.2,11.5,0.4,7.3,1.8,86.3,0.5,16.5,2.3,9.5,1,26.5
JAN,1936,16.5,105.9,13.6,7.7,31.9,8.7,0,10.2,1.7,6.3,9.8,0,1.6,11.5,59.9,15.9,1.2,0,0.5,1.3,0,19.3,0,16.8,1.3,0.2,0,0,3.7,1.9,2.5,6.9,17.6,2.6,0.1,3.5
FEB,1936,15.3,175.2,58.7,6.9,44.7,127.1,0.9,31.6,4.9,31.1,12.6,1.8,18.2,111.1,168.9,18.9,16.5,0,1,6.2,26.6,73.1,18.4,42.9,58.8,31.9,3.2,6.2,8.9,51.1,79.1,54.7,60.3,6,4.6,16.9
MAR,1936,116.5,151.7,75.7,4.6,14.6,5.8,23.3,22,13.8,4.1,20.3,1.3,6.8,118.2,242.1,13.5,116,0.1,41.1,4.3,7.8,104.6,5.9,11.7,17.3,8.3,0.4,34.7,46.7,55.3,15.3,42.2,21.6,17.5,1.8,11.9
APR,1936,NA,374.7,217.8,7.7,4.3,22.4,14.7,10.4,0.3,4.6,16.4,0,0.7,61,62.4,5.4,34,0.3,18.8,3.8,10.7,227.5,13.3,7.9,10.9,12.7,0,15.7,85.7,35.7,8.4,33.6,4.8,2.5,0.3,2.5
MAY,1936,194.3,295.7,422.8,84.3,46.6,145.2,138.7,15.7,3.8,24.2,223.8,0.8,3.3,42.8,21.8,93,466.5,23.2,354.8,21.1,33.3,489.5,50.4,155.3,5.4,52.7,0.2,102.1,274.8,74.4,73.7,92.8,30.5,11.2,0.4,17.5
JUN,1936,498.3,833.1,456.1,188.9,413.1,162.7,1075.6,233.3,133.6,219.5,299.9,189.4,141.3,193.6,96,279.1,620.8,993.2,464.2,169.2,137.5,418.3,101.5,477.6,105,87.7,114.4,185.2,410.4,56.3,200,345.1,377.5,192.2,56.6,291.2
JUL,1936,664.8,1132.8,559.9,462.2,463.8,211.9,981.6,421.9,115.5,598.8,331.4,133.4,124.4,240.9,163.6,378.9,672.1,712.9,177.1,113.9,92.2,529.7,62.7,360.1,170.2,75.7,87.8,156.2,663.8,85.5,268.9,570.8,285.3,152.8,33.3,353.9
AUG,1936,562.9,668.4,356.4,261.5,434.5,188.3,562.3,415.2,140,354.2,251.4,52.9,125.7,173.8,140.2,346.2,367.9,534.9,161.1,106.3,119.3,507.6,59.5,384.9,165.5,49.7,17.3,111.6,508.7,59.4,220.9,390.4,308.3,211.6,119,284.1
SEP,1936,383.8,584.3,283.5,449.2,258,123.9,195.6,217,107.1,252.5,253.9,175.8,61.3,107.9,54.7,356.8,286.7,376.2,219.1,161.5,145.1,309.4,136.4,247.3,57.7,149.1,114.6,176.1,536,122,128.4,241.2,188.8,198.4,37.7,194.1
OCT,1936,174.9,216.5,179.6,88.8,90.4,233.4,219.4,49,0,28.4,74.7,1.3,0.1,9.1,16.7,135.2,231.7,62.1,70.1,17.2,9.1,202.6,50.8,154.4,6.2,66.8,0,89.5,113.2,103.7,96.4,19.8,61.9,0.6,0,1.5
NOV,1936,199.2,122.8,24,0.4,18.2,91.2,108.6,71.8,18.4,3.3,4,52.5,1.2,0.5,19.9,11.4,211.1,79.1,177.1,130.4,139.9,22.6,62.7,11.5,0.2,150.4,32.4,76.5,0.1,234.5,48.2,2.1,90.9,104.1,9.6,12.9
DEC,1936,212.2,127.6,23.2,10.3,6.1,8.1,4.1,6.1,3.1,18.4,7.5,0,26.5,87.5,94.7,10.1,18.6,1.3,59.2,0.3,6.2,13,3,5.5,27.9,10.4,0.8,4.5,8.3,64.7,15.1,112.7,3.5,1.6,2,28.6
JAN,1937,21.6,19.9,2.2,0,0,0,0,0.1,0,0,0,0,0.8,57.3,67.9,0,6.5,0,8.3,0,0,0.1,0,0,5.8,0.5,0,0.1,0,10.7,0,10.5,0,1,0,0.3
FEB,1937,10.7,105.6,51.1,66.3,66.2,71.8,0,59.7,12.2,58.3,112.8,4,75.8,141,160,96.4,21.2,4,2.5,2,13.2,60,14,89,96,9,2.4,9.8,68.6,16.7,33.2,149.3,33.1,12.1,25.5,64.6
MAR,1937,0,91.2,19.3,0.8,21.5,15.2,5.7,11.2,0.5,1.4,8.6,0.2,5.3,53.7,91,4.9,58.7,0.1,1.5,2,11.3,37.3,12.8,28.4,10.2,6.2,0,14.6,2.2,26.7,28.6,7.2,42.4,6.1,0.7,1.8
APR,1937,112,261,97.4,10.7,76.3,86.3,110.1,43.5,1,6,16.8,0.1,20.3,60.3,80.7,20.7,175.5,53.5,15.8,47.7,43.8,85.4,63.4,66.9,41.8,93.5,0,90.8,63.7,96.1,105.6,43.9,112.7,8.1,1.9,11.5
MAY,1937,330.5,399,406.6,80,19.2,30.3,30.3,2.4,7.8,21.2,130.3,0,5.2,35.1,19.5,72.1,137.1,2.4,79.7,4.7,1.1,337.1,16.4,64.9,8.8,25.9,0,81.6,270.2,59.9,3,47.6,1.5,3.6,1.2,10.5
JUN,1937,732.8,456.4,422.5,113.6,222.6,59.3,740.8,186.9,98.7,94.9,300.8,260.6,43.7,116.4,32.2,186.1,485.6,826.9,371.8,146.7,75.8,528.9,54.4,235.2,55.4,55.7,117.2,99.6,317.2,42.3,77.8,172.7,135.6,177.6,17.5,66.1
JUL,1937,449.5,611.6,409.2,217.9,501,172.5,1531.7,465.5,365.4,313.5,265.6,577.8,171.6,282.9,133,363.2,970.5,1492.9,391,319.4,277.3,490.1,124.8,430.6,218.6,105,271.4,232.7,477.3,51.1,285.8,398.7,476.2,442,171.8,211.8
AUG,1937,332,816.9,480.5,441.8,391.9,153.7,365.7,344.7,60.5,363.9,280.4,32,39.3,325.7,73.5,300.8,281.2,270.1,80,63.6,35.8,614.8,36.6,290,30.5,63.7,6,78,654,118.1,102.4,439.6,177.2,163.9,1.1,164.8
SEP,1937,349.5,339.7,278.1,179.3,237,108.7,274.1,179.4,113.6,102.2,295.7,320.1,109.8,227.3,57.5,276.2,139.8,378.1,101.3,219.9,152.8,291,109.6,285.8,70.2,110.4,112.2,121.7,354.8,105.7,153.6,211.7,226,201.9,60.4,131.7
OCT,1937,383.3,239.8,139.3,194.6,79.8,185.2,240.8,100,3.3,70.5,109.2,3.3,0.4,53.8,88.7,129.6,401.9,159.2,167.9,96.1,106.4,207.1,113.5,75.5,7.3,161.2,8.3,147,351.6,189.8,72.1,15.8,105.7,30,0.7,2.2
NOV,1937,251.7,16.7,13.5,0.3,1,8.9,11.8,3.6,0.6,0.1,1.9,0.1,0.3,9.5,14.7,0.4,121,4,191,1.3,0.3,17.9,0,0.8,0.3,123,0,25.5,6.7,280.1,0.9,2,0.4,1,0,0.9
DEC,1937,617.5,17.3,4.9,1.1,0.2,0.2,3.2,1.1,6.8,3.3,0.4,4.8,9.1,101.9,121.1,0,19.1,0.7,32.8,11,20.5,72,6.9,0.3,26.2,21.3,16.1,9.7,2,22.8,3,34.5,8.4,6.2,11.6,10.7
JAN,1938,13.4,144.8,27.2,12.4,18.4,0.1,0,52.3,6.2,24.5,15.7,0,38.2,175.5,183.1,29,0.3,0,6.8,0.6,0,29.2,0,11,77.5,0,0,0,0.8,1.2,0,122.5,4,8.7,2.1,39.2
FEB,1938,57.2,121.6,16.2,17,25.1,31.9,0,11.5,0,11.5,33.1,0.1,7.7,124.3,194.2,36.1,79,0.4,6.3,1,8.8,29.2,4.9,16.8,22.2,6.7,0,3.9,8.2,52.1,41.3,85.4,12.4,0,0.5,5.9
MAR,1938,50.5,340.5,138,0,5.4,7.6,15.5,6.4,0.1,0,2.8,0,0.4,48.1,132.6,0.2,53.3,4,8,23.5,17.7,133.8,43.4,14,1.8,5.4,0,17.4,7.6,34.8,14.2,7.5,9.7,1.5,0,0.1
APR,1938,101.6,395.3,202,2.9,8.2,3.5,43.3,2.6,0.1,1.7,8.9,0,1.1,38.9,76.4,0.8,164.5,2.1,74,12.2,15.6,153.6,15.6,14.5,9.1,1.9,0,40.7,76.2,44.5,16.6,4.5,6.5,0.8,0.6,1.1
MAY,1938,368.9,306.5,247.3,115.5,48.8,82.6,138.2,22.3,5.5,37.4,234.9,15.8,7.4,11.1,14.8,102.1,179.6,55.2,113.8,50.4,27.3,429,45.6,119.6,3.4,54.1,10,45.8,460.9,54.3,27.8,37,26.2,24.5,4.3,7.9
JUN,1938,668.6,1511.3,581,382.4,269.2,158.9,1025.3,300.7,140.3,285.7,233.7,265,61.7,125.3,118.7,201,681.6,1118.1,145.4,239.9,253.3,494.6,119,229.6,112.8,75.6,141.4,144.4,889.2,53,226.3,293.6,354,306.3,52.6,158.8
JUL,1938,318.2,1355.1,510.6,362.1,386.8,161.3,950.2,403.4,213.5,376.8,244.6,342.6,89.7,211.8,123,269,648.6,908.2,230.3,286.6,260.1,413.6,142.1,267.2,102.3,72.4,114.3,153.8,699.4,101.4,331.6,459.2,425.6,345.5,75.5,273.6
AUG,1938,397.1,790.8,435.2,385.1,343.5,176.1,429.9,322,117.5,378.9,310.2,134.6,56.9,156.5,136.7,344.1,287.9,634.8,385.8,169.4,146.5,491.4,190.4,339.8,85.4,199.4,59.2,237.6,539,146.3,256.5,396.4,314.1,206.1,45.1,182.2
SEP,1938,546.7,877.3,431.4,201.4,266.7,294.2,374,158.2,10.9,224.2,160.8,26.3,8.1,16.8,11.2,200.4,223.2,345.6,132.8,191.5,256.1,441.7,200.9,226.4,5.8,224.8,5.3,178.7,461,116.8,201.9,110.8,181.6,38.6,1.6,42.6
OCT,1938,318.4,220.6,141.8,27.1,126.6,115.2,134.3,94.3,9,33.1,78.9,30.3,7.6,6.7,31,45.1,223.7,400,113.3,141.3,86.8,243.9,44.2,179,9.9,24.5,15.4,30.6,102.4,87.5,59.2,11.4,126.8,69,1.1,18.5
NOV,1938,316.3,59.7,55.2,0.8,7,174.4,39.9,0,0,0.3,14.2,0,0.1,6.7,11.1,1.9,69.5,27,210.8,7.6,0.2,111.7,8,23.7,0,2.7,0,15.9,4.4,39.3,0,0.8,0,0,0,0.5
DEC,1938,107.5,5.6,0.6,0,0.1,0.4,0.3,0,0,0,0,0,0,5.7,29,0,22.9,0.1,120.3,2.3,0.3,0,1,0,0.6,7,0.3,2.6,0.1,51.8,0,0.1,0,0,0.1,0
JAN,1939,54.1,13.6,1.5,5,6.5,3,0,36.4,1.6,14,2.4,0,1.9,56.4,89.1,14.7,13.6,0.2,9,0.2,0.2,2.6,0,8.1,6.2,17.4,0,3.5,0,31.1,0,21.1,1.3,6.2,0.3,8
FEB,1939,1.5,140.5,33.6,42.3,22.8,0,0,19.3,12.7,21,23.1,1.1,38.5,112.3,221,47.8,3.6,0,0.5,0.2,0,59.3,0,10.9,61,0,8.6,0,19.8,5,0,82.1,1.9,0.9,25,21.2
MAR,1939,16.1,112.7,11.2,11.3,53.2,29.7,5.4,20,9.3,4.3,10.9,3.1,20.2,97.9,179.9,41.7,24.9,0.4,0,4.1,3.7,34.5,5.5,34.9,58.1,18.3,2.3,13.1,5.8,26,22,39.2,34.2,8.2,7.8,6.3
APR,1939,77.3,388.1,178.3,1.7,19.9,19.7,35.9,6.4,0,1.1,20.2,0,0.5,47.1,68.5,15.4,172.8,5.8,2.5,6.3,9.1,203.7,11.1,26.3,8.3,72.9,0,70.5,6.7,132.1,16.7,15.5,12.2,0.2,0.2,0.6
MAY,1939,480.5,314.6,349.6,41.5,1.1,11.3,8.4,0,0.1,2.5,70.2,0,0.3,9.9,19.6,18.3,105.1,0.1,20.3,1.1,0.2,274.4,12.9,19.1,0.8,10.2,0,49.6,268.3,60,3,9.1,0.1,0.3,0.3,2.9
JUN,1939,541,1132.5,533.7,230.4,188.6,80.2,725.7,186.6,62,146.8,250.5,30.3,88.8,103,34.6,237,625.8,509.6,412.7,127.6,98.2,449.6,87.9,196.9,49.8,59.3,9,92.1,626.3,60.4,73.5,213.1,116.1,64.1,22.3,130.2
JUL,1939,335.6,838.5,484.9,315,427.5,138.7,903.9,496,108.3,284.4,420.2,210.3,62.7,201,164.2,367.3,749.6,1116.8,220.1,303.9,163.6,638.8,113.2,411.9,100.5,50,62.2,184.7,605.9,35.1,173.2,352.9,224.2,284.8,15.9,235.5
AUG,1939,202.8,310.2,224.9,277.1,478.6,121.9,631.4,393.9,112.7,227.6,450.9,265.3,32.9,110.5,95.2,378.2,459.9,817.1,248,219.9,188.6,333.9,157.8,410.1,78.6,85.4,79.5,198.1,460.5,91.3,202.5,199.3,385.4,312.4,53.5,101.7
SEP,1939,512.5,476.4,389,262,198.3,150.1,127.3,180.8,92.9,222.6,207.5,91.6,63.3,108.6,72.7,257,134.1,227.9,47,88.5,73.8,380.8,115.8,242.1,37.9,142.5,11.8,114.7,444.6,96.2,107.1,186.2,66.5,119.6,12.1,211.5
OCT,1939,263.9,157.6,190.1,56.9,79.3,416.7,232.6,7.9,1.1,20.7,220.6,1.3,1.2,30.9,57.4,139.8,339.8,58,114.6,41.8,25.3,198.8,122.1,181.2,2.6,163,4.1,226.6,146.3,243.8,130.3,24.2,33.5,3.9,0,3.2
NOV,1939,165.9,6.2,2.8,0,4.6,95.8,73.4,0,0,0,21.2,2.4,0,0,0,1,298.1,22.7,126.8,27.3,16.5,30,27.6,19.3,0,177,1.9,71.6,6.5,266.2,11.8,0,6,1.4,0,0
DEC,1939,131.3,7.7,1.9,0,0,3.2,0.2,0,0,0,0.8,0.2,0,0,1.1,1.6,10.2,0,5.8,0.8,1,2,0,2.8,0,2.2,0,0,0.3,8.6,0,0,0.4,0.6,0,0
JAN,1940,0.5,12.7,1.5,0.9,0.2,0.2,0.1,3.4,26,8.3,0.1,11.3,28.2,64.1,96.8,0.2,0.6,4.8,14.8,1.3,0,0.3,2,0,36.8,0.3,7.2,0,0.1,0.9,0,49.2,0,10.4,18.1,21.1
FEB,1940,2.8,168.5,57.9,43.8,23,5.3,0,15.9,16.9,20.9,30.3,4.4,35.6,79.9,61.1,38.1,1.5,6.1,0.4,1.8,0.4,74.6,0,35.3,45.1,0.1,6.4,0.1,54.2,0.7,0.5,100.5,9.3,4.5,8.5,39.3
MAR,1940,59.4,381.8,180.8,65.5,31.1,65.6,0.2,16,15.9,31.5,103.9,10.1,11.9,69.4,108.9,89.6,3.8,2.8,0,0.5,0,230.9,0.1,70.1,13.7,8.8,6.5,0.7,121.2,12.6,11.4,57.3,1.3,6.1,6.8,19.1
APR,1940,0,133.9,72.6,5,26.4,15,26.9,6.6,2.1,5,18.3,2,6.7,60.4,71.9,15.6,126.5,1.9,19.2,16.5,11.2,35.5,31,29.1,2.9,29.4,0.1,60.1,24.7,82.8,33.6,21.8,12.8,1.8,1.2,5.8
MAY,1940,320.7,480.5,391.9,31.9,41.5,202.1,131,10.6,5.7,10.5,98.9,1.5,1.7,56.4,69,42.3,217.4,7.9,61.4,15.8,13.4,325.6,64.5,133.1,6.5,122.1,1.7,138.3,217.1,131.5,91.4,44.2,11.5,10.8,2.2,5.7
JUN,1940,335.4,511,500.5,114.6,218.6,120.3,713.8,117,61.3,66.2,218.1,152.6,38.7,103.3,85.2,123.3,606.4,668.3,292.5,191.3,178.8,496.2,122.7,286.2,60.3,91,111.6,177.6,469.1,85.2,128.5,136,262.7,157.6,34.5,40.4
JUL,1940,268.1,1067.9,435.4,317.6,542.9,157.4,1155.7,447.2,189.5,256.7,236.2,208.3,117.4,321.6,127.4,339.6,877.3,1105.9,267.2,215.9,176.9,458.2,118.3,532.6,159.3,65.7,87.6,203.4,600.3,59,345.8,395.1,591,393.9,55.7,232.4
AUG,1940,889.2,340.5,330.8,314.9,395.6,186.6,1247.4,431,290.7,315.2,384.3,241.8,142.3,220.7,151.9,387.3,610.8,987.1,242,188.7,239.5,345.7,138,395.9,179.6,105.3,85.6,188.7,400.8,69.4,281.5,300,298.6,347.7,160.4,348.7
SEP,1940,477.5,791.4,353.7,171.6,72.8,122.1,100.4,81.9,33.7,121,199.6,119.8,12.6,84.8,69.9,130.1,68.2,328.9,36.4,132,139,373.3,111.9,133.3,27.4,128.1,23.2,80.7,408.4,121.2,94.7,82.6,53.6,63.9,2.9,53.9
OCT,1940,114.1,154.6,98.1,4.9,67.2,106.3,222.5,35,2.5,5.9,58.9,91.5,0.2,1.4,8.5,41.2,257.7,172.7,237.7,95.2,63.1,131.6,115.2,58.3,0.1,171.7,2.2,174.9,11.7,152,64.9,1.4,79,40.8,1.4,1.5
NOV,1940,221,12.4,19,0,4.9,75.8,120.5,2.8,8.3,0,7.3,26.7,0,2.3,8.6,0,287.5,26.7,194.3,30.1,31.5,31.4,18.6,3.3,0.1,168.3,24.5,139.7,9.5,367.8,22.2,0.4,24.3,23.6,0.7,0.2
DEC,1940,318.8,44.3,9.5,17.5,24.3,12.4,5.5,25.4,0.4,25.8,2.8,0,0.4,24.3,19.2,24.6,60.1,0.6,40.8,4.2,1.8,23.6,14.4,10.5,0.5,13.8,0,15.8,3.1,95.4,8.1,35.3,13.4,3.8,0,15.8
JAN,1941,0,37.4,4.5,16.2,20.8,2.6,4.1,30,11.7,19,29.3,1,59.2,44.5,81.7,41.6,15.9,17.1,44.4,28.2,9.4,14.1,10.7,28.3,55.3,5.6,0.5,1.2,3.8,31.7,16.6,58.2,9.6,19.2,8.7,35.6
FEB,1941,12.8,101.7,32.7,2.8,13.8,13.8,1.2,35.7,9,5.6,0.4,12.5,5.1,49.4,52.5,4.2,4.6,0.2,16.5,8,9.3,63.1,3.9,1.4,8.5,7.3,3.4,2.3,6.3,4.4,3.3,37.3,15.2,19.9,0.5,8.3
MAR,1941,0,157.9,53.8,0.7,18.4,4.1,5.5,15.2,2,0.4,0.7,0.1,2.2,70.1,109.6,2.5,12.7,0.1,2.7,1.8,1.1,34.1,7.2,8.2,12.4,0,0,2.3,12.7,1.4,4.8,14,13.5,5.5,1.2,1.6
APR,1941,77.8,245.4,245.1,4.6,3.3,8.2,18.1,3.1,0,0.2,27.6,0.7,0,21.5,40.1,7,101.9,1,1,5.4,0.5,256.6,11.2,14.5,1,7.5,0.1,43.8,85.4,58.6,4.8,4.4,3.1,0.7,0,0
MAY,1941,251.9,652.4,522.4,67.1,27.1,58.5,60.5,8.1,10.1,19.1,87.5,0.9,16.2,70.6,41.3,52.3,417.5,5.1,227.6,4.2,0,563.1,24.9,62.3,15.2,38.3,0.8,73.8,378.8,70.9,17.5,67.4,4.8,2.1,10.2,16
JUN,1941,497,518.1,541.7,177.7,240.8,192.7,869.7,124.8,39.9,138.3,376.1,42.5,96.3,92.8,44,287.8,797.6,602.7,213.3,96.1,50.2,689.4,64.7,288.2,89.5,34.3,14.4,154.9,470.1,47.1,121.4,200.3,142.3,52.7,21.9,87.6
JUL,1941,302.5,935.9,409.4,248.8,218.6,83,589.8,190.2,110.2,142.8,404.3,671.9,41,182,120.2,357.2,517.9,718,142,338.6,114.9,489.5,106.3,356.5,111.4,25.7,347.2,186.5,544.9,69.6,87.9,171.5,338.8,195.6,74,56.2
AUG,1941,311.9,729.2,361.8,466,238.7,97.4,561.6,300.5,247.6,297.5,396.5,187.7,90.1,231.6,100.8,365.3,458.5,282,182.4,103.7,150.4,372.6,80.3,272.4,152.1,57.5,13.4,154.9,582.1,84.7,149.9,354.1,182.4,349.8,86.3,221.6
SEP,1941,516,687,368.1,190.2,146,184.1,224.9,111.2,70.8,171,184.4,40.7,46.4,83.5,163.2,196.3,257.9,194.6,138.5,143.3,190.6,288.2,164.6,186,41,173.8,17.1,129.8,452.8,166.4,137.5,95.7,112.8,93,18.6,83
OCT,1941,382.8,89.7,143.3,47.8,70.9,266.4,122.8,9.2,1.1,4,219.6,3.3,3.9,12.5,11.4,164.7,221.6,61.4,78.1,44.5,14.5,143.3,52.5,155.9,9.8,108.8,2.9,108.4,154.5,148.1,49.6,32.3,6.5,0.9,0.4,4.4
NOV,1941,266,19.6,16.7,1.1,6.5,107.8,21.6,0,0,0.2,74.3,0,0,2.9,19.9,34.6,220.5,0.2,72.9,0.1,0,44.2,0.3,61.5,0,98.3,0,19.5,22,216.4,0.7,0.5,0,0,0,0
DEC,1941,279.5,45.9,9.9,0,0.2,7.8,35.3,0.1,3.3,0,0.4,0.4,3.5,34.1,87,0.1,84.6,7.3,44,0.4,0,7.9,9.1,0.1,10.2,96.2,2,60.2,4.5,107.5,0.4,25.9,0,0,2.8,2
JAN,1942,39.2,15.8,7.4,34.4,13.1,2.9,0,40.8,15.9,56.2,1.2,2,24.9,74.8,127.7,8.8,2.4,0,40,0.2,0,6,0,4.7,27.2,0.4,1,0.1,6.6,0.5,0,109,2.4,28.2,3.6,33.2
FEB,1942,7.4,164.9,25.3,43.5,48.2,5.6,1.7,79.8,9.9,55.8,16.7,13.7,48.6,156.8,196.9,61.4,4.7,0,3.8,2.5,24.3,15.7,3.2,18.6,57.2,0.3,21,2,19.5,0.6,23,81.8,84.9,28.3,12.2,54.3
MAR,1942,NA,277.8,130.9,14.7,7.5,2.1,0.3,10.2,0,7.9,14.7,0,2.2,28.3,39.4,19.9,23.2,0,15.1,0.2,0,78.7,0.4,2.5,15.4,0,0,0.5,45.7,6,0.2,17.6,0,0.7,0,1.3
APR,1942,NA,272.4,233.5,18.2,18.7,37.2,77.2,5,2.1,4.7,52,0,11.7,84.6,85.9,31.2,180.3,3.3,69.1,6.7,6.6,250.4,30.2,37.6,19.6,15.1,0,45,186.9,78.6,31.7,53.4,12.9,1.5,3.7,5.9
MAY,1942,NA,618.9,469.1,28.1,17.7,30.5,72.5,0.9,8,4.9,64.2,9,7.3,73.5,88,22.7,191.9,2.6,154.1,10,3.9,305.3,35.7,29.6,13.4,28.2,6,91,253.8,61.3,30.9,34.9,1.9,1.2,16.4,5.4
